player_id,match_id,start_time,win,team_side,hero_id,kills,deaths,assists,last_hits,gold_per_min,xp_per_min,hero_damage,tower_damage,first_blood_time,match_duration
117956848,8397516259,1754005077,false,Radiant,7,4,10,6,284,414,582,19817,0,83,2889
26277209,8397516259,1754005077,false,Radiant,53,3,17,13,163,348,529,22168,0,83,2889
155001445,8397516259,1754005077,false,Radiant,23,1,9,12,560,636,795,29411,567,83,2889
195353057,8397516259,1754005077,false,Radiant,67,11,3,7,347,613,725,41582,980,83,2889
250199344,8397516259,1754005077,false,Radiant,119,2,8,15,50,299,474,13714,0,83,2889
916319073,8397516259,1754005077,true,Dire,105,5,7,24,108,430,491,25493,0,83,2889
399920568,8397516259,1754005077,true,Dire,13,16,3,17,368,692,1125,54980,4328,83,2889
138177198,8397516259,1754005077,true,Dire,137,14,3,23,350,648,917,45159,1436,83,2889
86822085,8397516259,1754005077,true,Dire,109,9,1,10,546,801,982,30243,26624,83,2889
120416283,8397516259,1754005077,true,Dire,100,3,8,23,16,294,464,7664,154,83,2889
120231412,8397514541,1754004838,true,Radiant,69,7,3,10,225,680,756,11518,3839,280,1740
36771694,8397514541,1754004838,true,Radiant,39,10,3,9,200,597,753,17056,2560,280,1740
1674673556,8397514541,1754004838,true,Radiant,8,9,2,9,285,753,1112,20757,14861,280,1740
126130434,8397514541,1754004838,true,Radiant,100,8,4,15,92,461,758,10728,698,280,1740
264869776,8397514541,1754004838,true,Radiant,5,1,10,11,39,311,400,4386,766,280,1740
338946567,8397514541,1754004838,false,Dire,102,9,4,5,236,591,699,21478,772,280,1740
250144463,8397514541,1754004838,false,Dire,86,2,10,10,20,243,328,9192,214,280,1740
406522933,8397514541,1754004838,false,Dire,48,5,6,1,279,584,791,11680,1313,280,1740
192275954,8397514541,1754004838,false,Dire,25,5,5,3,249,556,829,15020,0,280,1740
357479732,8397514541,1754004838,false,Dire,64,1,10,8,26,217,313,10047,0,280,1740
396792504,8397492694,1754002673,false,Radiant,27,0,9,3,19,193,182,6384,0,6,1266
116776337,8397492694,1754002673,false,Radiant,106,0,4,2,90,310,375,7135,0,6,1266
322010194,8397492694,1754002673,false,Radiant,38,1,3,3,105,352,355,6587,628,6,1266
303673743,8397492694,1754002673,false,Radiant,11,4,7,1,143,431,386,12055,504,6,1266
126340643,8397492694,1754002673,false,Radiant,102,1,7,4,15,199,192,7009,0,6,1266
324627809,8397492694,1754002673,true,Dire,114,8,0,13,118,560,614,20661,1690,6,1266
131246802,8397492694,1754002673,true,Dire,89,3,0,15,29,313,366,7333,350,6,1266
169359999,8397492694,1754002673,true,Dire,55,4,1,15,152,546,533,10261,570,6,1266
358507879,8397492694,1754002673,true,Dire,14,10,2,10,36,400,469,9188,225,6,1266
116080282,8397492694,1754002673,true,Dire,46,5,3,10,192,631,609,12585,4072,6,1266
