player_id,match_id,start_time,win,team_side,hero_id,kills,deaths,assists,last_hits,gold_per_min,xp_per_min,hero_damage,tower_damage,first_blood_time,match_duration
328999660,8356564960,1751326661,false,Radiant,43,2,6,3,190,402,444,11128,854,210,1653
1092522462,8356564960,1751326661,false,Radiant,49,2,3,2,264,541,744,8841,35,210,1653
222022666,8356564960,1751326661,false,Radiant,54,1,4,0,291,536,616,7792,0,210,1653
234162677,8356564960,1751326661,false,Radiant,21,3,2,4,65,270,364,8133,765,210,1653
403346876,8356564960,1751326661,false,Radiant,5,0,13,1,36,155,236,4578,0,210,1653
264869776,8356564960,1751326661,true,Dire,100,2,4,18,16,309,558,7736,853,210,1653
1674673556,8356564960,1751326661,true,Dire,109,6,1,6,273,687,717,12504,11985,210,1653
120231412,8356564960,1751326661,true,Dire,2,10,0,9,261,678,832,17037,1683,210,1653
36771694,8356564960,1751326661,true,Dire,74,8,1,14,206,658,750,19308,2287,210,1653
126130434,8356564960,1751326661,true,Dire,119,2,2,11,16,286,421,3661,617,210,1653
35127887,8356539162,1751323853,true,Radiant,108,8,2,15,233,685,760,17353,7343,369,1607
1675168076,8356539162,1751323853,true,Radiant,54,5,2,10,216,642,775,15364,5673,369,1607
1674133168,8356539162,1751323853,true,Radiant,17,6,3,12,188,588,817,15900,3055,369,1607
370736080,8356539162,1751323853,true,Radiant,21,10,1,11,106,532,723,14787,3854,369,1607
153638376,8356539162,1751323853,true,Radiant,86,2,7,11,45,324,374,7736,241,369,1607
123406722,8356539162,1751323853,false,Dire,111,1,8,4,42,250,332,7563,384,369,1607
451153940,8356539162,1751323853,false,Dire,63,1,4,5,12,186,348,4884,454,369,1607
1675393568,8356539162,1751323853,false,Dire,18,1,3,2,362,675,891,5447,0,369,1607
179986197,8356539162,1751323853,false,Dire,85,3,9,2,183,446,423,16851,540,369,1607
357873937,8356539162,1751323853,false,Dire,52,9,7,3,182,573,792,25707,56,369,1607
451153940,8356511147,1751321106,true,Radiant,27,2,6,12,7,283,434,3056,480,392,1808
179986197,8356511147,1751321106,true,Radiant,38,5,4,12,324,690,803,17236,6892,392,1808
1675393568,8356511147,1751321106,true,Radiant,18,9,3,3,402,890,1279,20571,7818,392,1808
357873937,8356511147,1751321106,true,Radiant,97,3,5,14,290,657,1081,16381,2215,392,1808
123406722,8356511147,1751321106,true,Radiant,22,7,6,11,49,432,622,18661,1909,392,1808
370736080,8356511147,1751321106,false,Dire,86,3,3,8,93,368,612,12244,480,392,1808
1674133168,8356511147,1751321106,false,Dire,74,12,5,4,196,649,879,22178,1748,392,1808
35127887,8356511147,1751321106,false,Dire,135,4,6,9,227,561,674,17074,430,392,1808
1675168076,8356511147,1751321106,false,Dire,46,4,3,3,324,672,989,17729,3380,392,1808
153638376,8356511147,1751321106,false,Dire,26,1,9,6,28,279,472,5787,242,392,1808
370736080,8356476195,1751318392,true,Radiant,86,6,2,12,117,471,819,8706,564,196,1827
1674133168,8356476195,1751318392,true,Radiant,19,4,3,11,262,615,882,12830,5576,196,1827
1675168076,8356476195,1751318392,true,Radiant,46,6,3,6,324,763,1032,17856,6764,196,1827
35127887,8356476195,1751318392,true,Radiant,38,8,3,10,278,718,952,22694,4841,196,1827
153638376,8356476195,1751318392,true,Radiant,26,0,10,2,19,256,283,4284,141,196,1827
451153940,8356476195,1751318392,false,Dire,112,0,6,5,20,198,320,2024,21,196,1827
1675393568,8356476195,1751318392,false,Dire,70,12,3,2,367,811,1152,24786,1021,196,1827
179986197,8356476195,1751318392,false,Dire,55,3,4,6,314,589,693,10961,539,196,1827
357873937,8356476195,1751318392,false,Dire,25,4,6,3,301,588,887,12059,3503,196,1827
123406722,8356476195,1751318392,false,Dire,121,2,5,6,25,268,400,5532,46,196,1827
164506534,8356444669,1751316312,true,Radiant,25,12,4,13,763,882,901,62017,19428,184,3322
217472313,8356444669,1751316312,true,Radiant,131,1,9,23,107,370,541,21279,205,184,3322
417604379,8356444669,1751316312,true,Radiant,2,6,11,10,235,439,617,23734,0,184,3322
116865891,8356444669,1751316312,true,Radiant,106,9,4,13,566,676,936,36286,1135,184,3322
333351042,8356444669,1751316312,true,Radiant,27,5,11,19,71,353,590,11367,2072,184,3322
1172719712,8356444669,1751316312,false,Dire,119,6,10,21,52,289,401,15233,0,184,3322
196041577,8356444669,1751316312,false,Dire,100,0,8,23,34,283,439,8189,0,184,3322
234119750,8356444669,1751316312,false,Dire,109,12,4,15,717,835,872,49487,22093,184,3322
187123736,8356444669,1751316312,false,Dire,85,6,8,14,390,527,832,20728,0,184,3322
223382342,8356444669,1751316312,false,Dire,11,12,3,12,601,691,1102,33288,577,184,3322
177338286,8356440287,1751315927,false,Radiant,29,5,5,11,284,657,950,18951,760,125,1824
840859617,8356440287,1751315927,false,Radiant,37,3,9,7,43,305,419,13086,909,125,1824
839218972,8356440287,1751315927,false,Radiant,42,3,9,5,230,495,587,15965,2989,125,1824
331772647,8356440287,1751315927,false,Radiant,35,9,5,6,286,643,814,22722,1717,125,1824
236235951,8356440287,1751315927,false,Radiant,100,6,12,10,40,368,479,12386,0,125,1824
402870848,8356440287,1751315927,true,Dire,5,1,10,15,39,340,426,9626,215,125,1824
358783974,8356440287,1751315927,true,Dire,11,15,2,7,313,838,1179,34981,19545,125,1824
845344315,8356440287,1751315927,true,Dire,104,11,5,13,212,623,762,24017,1926,125,1824
311095642,8356440287,1751315927,true,Dire,86,4,3,22,117,445,722,19961,956,125,1824
341654420,8356440287,1751315927,true,Dire,96,8,6,19,199,572,572,21505,861,125,1824
402870848,8356402385,1751313719,true,Radiant,5,2,6,12,16,320,423,9693,587,123,1563
358783974,8356402385,1751313719,true,Radiant,11,5,1,9,239,711,952,12939,14878,123,1563
311095642,8356402385,1751313719,true,Radiant,86,4,1,17,70,442,682,14984,1633,123,1563
845344315,8356402385,1751313719,true,Radiant,104,11,2,13,173,639,734,18160,2634,123,1563
341654420,8356402385,1751313719,true,Radiant,69,7,6,7,183,643,616,14784,1442,123,1563
177338286,8356402385,1751313719,false,Dire,49,4,5,4,182,474,472,12643,910,123,1563
331772647,8356402385,1751313719,false,Dire,46,3,5,2,269,562,686,12147,0,123,1563
