player_id,match_id,start_time,win,team_side,hero_id,kills,deaths,assists,last_hits,gold_per_min,xp_per_min,hero_damage,tower_damage,first_blood_time,match_duration
35127887,8442179353,1756682958,true,Radiant,53,7,7,17,215,651,791,23337,4764,287,1768
1674133168,8442179353,1756682958,true,Radiant,35,13,3,9,286,841,1139,33892,6965,287,1768
153638376,8442179353,1756682958,true,Radiant,68,1,8,17,27,370,588,8344,47,287,1768
1675168076,8442179353,1756682958,true,Radiant,18,1,5,10,266,582,706,6123,3937,287,1768
370736080,8442179353,1756682958,true,Radiant,86,11,4,18,104,521,855,15774,531,287,1768
338946567,8442179353,1756682958,false,Dire,102,4,4,8,214,518,663,13355,2254,287,1768
192275954,8442179353,1756682958,false,Dire,36,7,5,4,316,678,873,25567,676,287,1768
250144463,8442179353,1756682958,false,Dire,20,3,5,12,36,296,571,10765,891,287,1768
406522933,8442179353,1756682958,false,Dire,114,11,7,4,197,620,749,22124,419,287,1768
357479732,8442179353,1756682958,false,Dire,5,1,13,9,27,223,326,6216,336,287,1768
338946567,8442150492,1756679921,true,Radiant,14,7,2,10,201,580,884,13626,1429,471,1914
406522933,8442150492,1756679921,true,Radiant,54,2,3,8,230,526,677,11180,5570,471,1914
192275954,8442150492,1756679921,true,Radiant,21,7,3,8,242,602,794,20930,4099,471,1914
250144463,8442150492,1756679921,true,Radiant,86,6,1,13,114,466,773,12386,774,471,1914
357479732,8442150492,1756679921,true,Radiant,22,3,4,13,47,324,464,10467,109,471,1914
35127887,8442150492,1756679921,false,Dire,53,2,5,8,304,600,687,19913,3637,471,1914
153638376,8442150492,1756679921,false,Dire,64,1,7,8,60,274,463,7804,704,471,1914
1674133168,8442150492,1756679921,false,Dire,106,3,6,2,232,460,561,15415,134,471,1914
370736080,8442150492,1756679921,false,Dire,79,6,6,2,82,322,440,8571,102,471,1914
1675168076,8442150492,1756679921,false,Dire,48,1,3,1,325,557,678,13791,2647,471,1914
126130434,8442120887,1756677308,true,Radiant,19,3,5,17,98,420,548,10823,1213,111,1856
120231412,8442120887,1756677308,true,Radiant,7,8,2,14,262,637,830,17707,4424,111,1856
36771694,8442120887,1756677308,true,Radiant,17,11,2,8,248,641,877,21947,4171,111,1856
1674673556,8442120887,1756677308,true,Radiant,8,8,3,7,272,669,877,15389,6198,111,1856
